gvkey,fyear,tic,current_ratio,debt_to_equity,debt_ratio,interest_coverage,roa,roe,asset_turnover,market_to_book,cash_flow_to_liabilities,label
128978,2014,PKG,2.58363,2.51551,0.71555,9.12486,0.0734,0.25805,1.09425,5.04642,0.19234,0
16477,2014,LEA,1.35924,2.06871,0.66894,15.3363,0.07348,0.22725,1.93737,2.58632,0.15158,0
133367,2014,EPC,1.73451,1.74698,0.63596,6.23165,0.05139,0.14118,0.64192,3.02,0.12981,0
4510,2014,FMC,1.53601,2.46749,0.70714,9.598,0.05758,0.20091,0.75605,4.96774,0.09895,0
1075,2014,PNW,0.62434,2.24257,0.68428,4.03703,0.02778,0.09104,0.24394,1.72939,0.11227,1
15709,2014,PCL.2,0.47184,2.10413,0.67785,1.8494,0.04126,0.12807,0.28456,4.50435,0.12998,0
13700,2014,XRAY,1.84667,1.00292,0.50063,9.68554,0.06943,0.13908,0.62848,3.23217,0.24072,0
11584,2014,FL,3.52874,0.43309,0.30221,73.72727,0.14537,0.20833,1.99916,3.00352,0.65865,0
264265,2014,ALNY,7.82897,0.15308,0.13276,1000.0,-0.33382,-0.38493,0.04683,7.99846,-1.15568,0
63080,2014,ANSS,2.38765,0.251,0.20064,447.43261,0.09181,0.11485,0.33741,3.35636,0.69225,0
29733,2014,MLM,3.24927,0.71513,0.41687,4.91585,0.02085,0.03576,0.39627,1.70616,0.12265,0
11446,2014,MWV,1.91837,1.83036,0.63605,2.86854,0.02809,0.08082,0.60135,2.28086,0.06414,0
105861,2014,WPM,20.9321,0.28082,0.21925,9.5729,0.04299,0.05507,0.13344,2.04367,0.42381,0
12441,2014,IT,0.90244,10.81572,0.91537,25.04301,0.0965,1.14019,1.06149,45.7282,0.19893,0
11554,2014,LNT,0.85873,2.45599,0.69878,3.00997,0.03254,0.11437,0.27721,2.14278,0.10557,0
5667,2014,DINO,2.2239,0.56665,0.33908,9.29795,0.03047,0.05093,2.14117,1.33053,0.24237,0
62977,2014,SLXP,0.68188,16.28212,0.94214,-0.2538,-0.10077,-1.74155,0.27531,30.79325,0.00107,1
29887,2014,TW.3,1.74802,0.81269,0.44722,54.87288,0.06384,0.11602,0.6187,2.36734,0.18122,0
12788,2014,HAR,1.65508,1.30124,0.56539,26.85612,0.05689,0.13092,1.29642,4.08054,0.25386,0
24040,2014,IONS,7.25382,2.70785,0.7303,-2.14913,-0.04079,-0.15123,0.22406,28.36787,0.009,0
17928,2014,IQV,1.45804,-5.69531,1.21296,5.95868,0.1078,-0.50618,1.65163,-10.37904,0.10767,0
1794,2014,ASH,2.11085,2.05638,0.67282,1.23699,0.02128,0.06503,0.55894,2.03377,0.08727,0
4988,2014,TGNA,1.31254,2.36434,0.68678,4.58096,0.09479,0.32633,0.53618,2.22426,0.10671,0
116787,2014,CNQR,1.83294,1.40948,0.56187,-1.18203,-0.06239,-0.1565,0.37054,9.57585,0.07725,0
11511,2014,WSM,1.58905,0.90272,0.47444,7981.46774,0.13254,0.25219,2.01638,5.87118,0.41761,0
111880,2014,DOX,2.01872,0.52695,0.3451,142.30491,0.08141,0.12431,0.68726,2.11718,0.39636,0
8133,2014,OCR,1.84284,1.30078,0.55132,5.1993,0.02366,0.05583,1.05073,2.77293,0.14628,0
188255,2014,FBIN,1.85692,0.79212,0.44161,39.53846,0.03901,0.06997,0.9903,3.1684,0.14175,0
30170,2014,FLEX,1.29376,3.92635,0.79459,8.59597,0.0515,0.25449,2.24145,3.02443,0.08566,0
150277,2014,ENLK,1.19289,0.55152,0.31079,6.04754,0.02108,0.0374,0.40737,1.47038,0.18079,0
31887,2014,RMD,5.77319,0.34279,0.25528,67.12563,0.14624,0.19637,0.65862,4.04018,0.64918,0
3619,2014,CCK,1.23855,78.32773,0.96014,3.87402,0.03986,3.2521,0.93706,59.45462,0.09784,0
8113,2014,OGE,1.23112,1.93669,0.65948,3.55968,0.04154,0.12199,0.25747,2.18059,0.11484,0
24197,2014,IDXX,0.92507,10.77829,0.91505,19.38933,0.13141,1.54793,1.09153,59.77054,0.1862,0
2270,2014,VAL,2.65689,0.95399,0.48799,7.58681,-0.243,-0.47506,0.28422,0.85402,0.2621,0
5250,2014,GRA,1.43042,10.18366,0.90989,3.48796,0.06747,0.75512,0.7919,19.011,-0.39507,0
189491,2014,XYL,2.31498,1.28679,0.56271,9.37037,0.06928,0.15844,0.8051,3.26289,0.15199,0
22815,2014,TRMB,1.53428,0.63873,0.38858,14.87624,0.05527,0.09084,0.61831,2.91811,0.2704,0
164652,2014,BKD,0.70041,2.65089,0.72606,0.28802,-0.01416,-0.0517,0.36418,2.38006,0.03176,1
5518,2014,HAS,2.52955,2.06306,0.66718,6.86525,0.09177,0.28378,0.94375,4.67207,0.15028,0
9063,2014,AN,1.03019,3.05371,0.75331,5.6813,0.04985,0.20207,2.27494,3.30353,0.07666,0
141913,2014,GPN,1.09496,6.50416,0.85095,10.73867,0.04799,0.36682,0.47908,8.9895,0.08615,0
8694,2014,POM.2,0.52494,2.59509,0.7159,2.64,0.01545,0.05599,0.31155,1.57473,0.07614,1
20904,2014,HOLX,2.52711,3.07887,0.75483,1.71532,0.00206,0.00839,0.30075,3.27826,0.08004,1
11096,2014,VAL.1,0.92539,2.9897,0.74935,9.20018,0.08562,0.34161,1.12109,6.68053,0.11483,0
66368,2014,VRSN,0.77613,-3.4391,1.40999,6.51004,0.16486,-0.40212,0.46876,-7.64236,0.19779,1
65108,2014,JLL,1.03477,1.11143,0.52268,17.94319,0.07607,0.16175,1.0698,2.816,0.18805,0
111486,2014,GIL,3.32933,0.28144,0.21963,65.57593,0.13866,0.17769,0.91012,3.30786,0.46373,0
135484,2014,FYBR,0.98282,4.18745,0.80723,1.42241,0.007,0.03633,0.25153,1.82806,0.08292,1
24617,2014,ODFL,1.69436,0.49675,0.33188,66.65522,0.11963,0.17905,1.24669,4.47393,0.52774,0
8902,2014,RPM,2.3248,2.63342,0.72446,6.01878,0.05102,0.18545,0.97876,5.16044,0.09717,0
29830,2014,WRK,1.78795,1.56,0.60859,9.7334,0.04345,0.11138,0.89632,1.54667,0.17143,0
28338,2014,RIG,1.59178,1.05479,0.50751,4.33279,-0.06733,-0.13993,0.32288,0.48574,0.15395,0
179925,2014,RAX,1.52409,0.51266,0.33891,40.00224,0.06806,0.10296,1.10471,6.14423,0.9855,0
1837,2014,SO7,0.89779,2.92838,0.74324,6.03867,0.03233,0.12738,0.36119,1.72356,0.05911,1
174022,2014,HOUS,1.16856,2.45755,0.7104,1.97004,0.01897,0.06563,0.70682,2.98879,0.07899,1
178310,2014,TDC,1.5799,0.8348,0.45498,176.66667,0.11718,0.215,0.87229,3.78458,0.47719,0
6216,2014,J,1.65631,0.88337,0.46702,32.27712,0.03881,0.07341,1.50174,1.43921,0.18281,0
171067,2014,PANW,2.75246,2.15518,0.68306,-37.29899,-0.15317,-0.48327,0.40459,13.72202,0.08754,0
24975,2014,SNPS,1.08507,0.56258,0.36003,134.34354,0.05426,0.08479,0.43084,2.09133,0.32045,0
179577,2014,ENOV,1.63314,1.23701,0.53728,9.66327,0.05412,0.1246,0.63829,2.0277,0.0991,0
18432,2014,EVHC.1,2.36317,1.6669,0.62391,3.57861,0.02668,0.07129,0.93492,3.61917,0.09338,0
61325,2014,MD,1.12198,0.59314,0.37221,57.51873,0.08792,0.1401,0.67582,2.80336,0.31465,0
23714,2014,CYH,1.55085,5.69748,0.83173,1.69807,0.00336,0.02298,0.67973,1.57229,0.07081,0
10631,2014,TSS,2.32891,1.18826,0.53874,10.60627,0.08648,0.19074,0.65537,3.71023,0.27851,0
5764,2014,HUBB,3.26402,0.71979,0.41745,16.74679,0.0979,0.1688,1.01101,3.25876,0.28224,0
163948,2014,DRC,1.85181,1.67833,0.62559,5.84038,0.03517,0.09436,0.80594,4.82258,0.11675,0
63139,2014,TRQ,2.54191,0.07169,0.0723,7.16884,0.00389,0.00386,0.20131,0.75727,1.11476,0
66446,2014,PWR,2.2456,0.39572,0.28303,129.46128,0.04701,0.06573,1.24386,1.37185,0.17399,0
11555,2014,WEC3,0.98231,2.40361,0.703,2.66875,0.02482,0.08486,0.36733,1.87645,0.07583,1
14438,2014,ADT.4,0.57768,2.37244,0.70348,3.89637,0.02882,0.09719,0.32306,1.97375,0.20469,1
6653,2014,LM,2.35819,0.56714,0.35957,9.32009,0.03351,0.05286,0.39852,1.37196,0.22336,0
186858,2014,ARMK,1.03619,5.08009,0.83474,2.13843,0.01425,0.0867,1.41864,3.58074,0.04562,0
21487,2014,BEAV,2.11989,315.82178,0.99684,3.40046,0.03259,10.32673,0.81221,608.69873,0.07866,0
64336,2014,CHNEY,0.29843,4.47248,0.80841,0.9155,0.02056,0.11377,0.54384,1.2719,0.09172,1
15267,2014,IEX,2.61135,0.95638,0.48885,10.69092,0.09607,0.18796,0.73855,4.12469,0.25883,0
1919,2014,AVT,1.79846,1.30165,0.56553,8.43863,0.04847,0.11157,2.44322,1.25267,0.0373,0
13540,2014,WWAV,1.09721,2.13319,0.68084,7.47642,0.04156,0.13022,1.01891,5.66829,0.12394,0
150139,2014,DKS,1.65385,0.87542,0.46679,174.18227,0.10017,0.18786,1.98315,3.32941,0.3778,0
121440,2014,UTHR,1.93174,0.49811,0.3284,30.62756,0.18047,0.27373,0.68378,4.91004,0.57408,0
177966,2014,ALSN,2.19138,2.43697,0.70905,3.79182,0.04758,0.16354,0.44282,4.35301,0.16349,0
164494,2014,SPR,2.42461,2.1836,0.68582,11.82092,0.0695,0.22128,1.31699,3.74497,0.10213,0
12151,2014,COTY,1.74344,6.67445,0.85429,6.72493,-0.01477,-0.11543,0.69276,7.18453,0.09526,0
28320,2014,CDW,1.67125,5.51351,0.84647,3.41358,0.04015,0.26151,1.97946,6.46692,0.08425,0
66016,2014,INGR,2.97365,1.32476,0.56649,7.86667,0.06973,0.16307,1.17816,2.77949,0.25347,0
30554,2014,TARO,4.88317,0.22693,0.18436,564.04203,0.27867,0.34303,0.49659,4.27929,1.26978,0
27794,2014,WOLF,5.78465,0.11846,0.10592,1000.0,0.03713,0.04153,0.49266,2.00649,0.90143,0
22134,2014,AXTA,1.97835,4.92084,0.82216,2.32338,0.00438,0.02623,0.70233,5.72355,0.0489,0
112111,2014,CSGP,5.02818,0.37669,0.27362,8.02185,0.02153,0.02964,0.2764,3.92096,0.25241,0
17695,2014,DATA,4.49461,0.28818,0.22371,1000.0,0.00678,0.00874,0.47665,8.81244,0.46191,0
12294,2014,MPLX,0.9662,1.63859,0.6182,29.56452,0.09988,0.26473,0.45146,12.87807,0.32872,0
7733,2014,NFG,0.76916,1.79572,0.64231,5.7696,0.04443,0.1242,0.31353,2.44335,0.21007,0
273726,2014,SDRL,0.74661,1.65055,0.60801,3.42883,0.15012,0.40752,0.18852,0.60258,0.09605,1
64162,2014,CVD,2.79255,0.56012,0.35902,29.09164,0.07209,0.11248,1.04771,3.55728,0.32015,0
10801,2014,UGI,1.16221,2.41804,0.63706,4.07867,0.03341,0.12681,0.8201,2.20857,0.15637,0
6649,2014,LEG,1.44084,1.73197,0.63227,7.59102,0.0312,0.08548,1.20432,5.12138,0.19233,0
8079,2014,OII,2.52313,1.11852,0.52797,115.92804,0.12197,0.2584,1.04212,3.53413,0.38928,0
2771,2014,CSL,4.10887,0.70463,0.41336,11.44847,0.06686,0.11397,0.85242,2.64749,0.19045,0
19935,2014,ENLC,1.34659,1.12684,0.30961,5.71126,0.01248,0.04542,0.34667,2.1028,0.14788,0
17556,2014,BPY,1.02858,5.65559,0.56845,1.27259,0.01761,0.17524,0.06669,0.88163,0.01296,1
10726,2014,TRCO,3.15827,1.19355,0.54412,1.92879,0.04178,0.09165,0.17105,1.118,0.06103,1
61870,2014,OTEX,1.23618,1.38651,0.58093,11.8795,0.05566,0.13285,0.41461,3.53287,0.18323,0
170945,2014,PBYI,3.36129,0.39052,0.28085,1000.0,-0.87225,-1.21288,0.0,49.397,-1.68897,0
65986,2014,BB,3.05723,0.90877,0.4761,-0.28,-0.04642,-0.0886,0.50924,1.66609,0.26074,0
187118,2014,NBIS,3.65527,0.7031,0.41284,14.04461,0.1793,0.30537,0.53482,5.77953,0.3967,0
176659,2014,NGLS,1.02674,1.46544,0.57844,4.54312,0.07334,0.1858,1.35114,2.25564,0.22731,0
13570,2014,MIDD,1.87056,1.05226,0.51273,19.30915,0.09356,0.19201,0.79208,5.63755,0.22077,0
12485,2014,ATUS,1.10313,-2.34003,1.74381,1.60445,0.04604,-0.06178,0.95503,-1.12323,0.11673,1
17812,2014,HDS,2.02467,-8.97368,1.12541,1.35575,0.0005,-0.00395,1.46568,-7.43681,0.04326,0
178081,2014,MELI,1.82061,1.71748,0.63201,14.57818,0.07507,0.204,0.57562,15.84446,0.32205,0
28118,2014,FOSL,3.33428,1.25146,0.55435,35.70562,0.17064,0.38524,1.58986,5.74968,0.31696,0
187363,2014,GRPN,1.05713,1.91741,0.65661,-14.96472,-0.03281,-0.09581,1.43279,7.30001,0.19747,0
177930,2014,ATHN.2,1.26003,0.96159,0.49021,0.20341,-0.00335,-0.00656,0.80751,11.69101,0.32636,0
61732,2014,MSM,3.10972,0.47347,0.32133,103.39004,0.11455,0.16879,1.35248,3.97146,0.41138,0
1773,2014,ARW,1.5472,1.99422,0.66576,7.2414,0.04003,0.1199,1.82986,1.3364,0.08128,0
162401,2014,HUN,2.16081,5.09055,0.82267,3.68778,0.02936,0.18166,1.05235,3.11869,0.08397,0
13421,2014,CDNS,1.32923,1.40673,0.5845,7.39521,0.04951,0.11915,0.49257,4.14776,0.16883,0
20944,2014,SHLX,4.10268,0.10743,0.07183,507.5,0.15552,0.23261,0.29245,13.26199,2.75893,0
155393,2014,WLL,0.69755,1.46032,0.59321,1.35636,0.00462,0.01138,0.21792,0.96705,0.21828,1
185624,2014,FLYYQ,1.99971,0.59807,0.37424,129.38333,0.14065,0.22477,1.20499,5.48355,0.43425,0
110732,2014,WCN,1.01619,1.3537,0.57453,7.04312,0.04429,0.10436,0.39603,2.44778,0.18076,0
4036,2014,DCI,2.01003,0.9376,0.4839,35.08225,0.13397,0.25958,1.2734,5.43286,0.33815,0
63186,2014,QGEN,2.66145,0.67794,0.40328,5.5154,0.02618,0.04402,0.3019,2.05426,0.1603,0
186310,2014,HII,1.94055,3.59267,0.78226,6.5614,0.05392,0.24762,1.10975,3.97935,0.146,0
6338,2014,EVRG,0.82497,2.13839,0.68094,3.24324,0.03028,0.09508,0.25145,1.64826,0.117,1
19649,2014,SABR,0.97907,55.31889,0.98211,1.97287,0.01467,0.82642,0.55774,64.80631,0.03921,1
170748,2014,EQM,2.07112,1.05776,0.51403,8.67461,0.1637,0.33684,0.27634,7.72815,0.35231,0
13664,2014,GLIBA.1,1.26235,3.17947,0.75995,-0.24,0.00292,0.0122,0.08082,3.83193,0.13773,0
184500,2014,CBOE,3.31374,0.53519,0.34862,1000.0,0.49417,0.75865,1.60777,21.33232,1.96256,0
5116,2014,GNTX,6.42008,0.28708,0.22305,113.95229,0.14269,0.18366,0.68009,3.39418,0.72534,0
1186,2014,AEM,2.76287,0.68135,0.40524,4.10604,0.01213,0.02039,0.27728,1.31064,0.24109,0
14370,2014,MAN,1.49173,1.44054,0.59025,20.30362,0.05953,0.14529,2.89075,1.80941,0.07223,0
63172,2014,FDS,1.96224,0.29766,0.22938,1000.0,0.31897,0.41391,1.38769,10.41795,1.74208,0
6737,2014,LECO,2.23118,0.50948,0.33696,40.7258,0.13133,0.19858,1.45075,4.14777,0.61476,0
178507,2014,MSCI,1.62955,1.0199,0.50493,14.12154,0.09817,0.19829,0.34437,3.71062,0.20917,0
7316,2014,MIK,1.6427,-1.94979,2.05287,3.33668,0.10823,-0.10279,2.36309,-2.51767,0.10714,0
316056,2014,ALLE,1.83286,-416.125,0.99082,8.01826,0.08691,-36.5,1.0508,-1107.24735,0.12812,0
146017,2014,AYI,2.52221,0.86343,0.46336,8.9908,0.08108,0.1511,1.10396,4.5637,0.23203,0
60992,2014,SUNEQ,0.88646,43.00215,0.8709,-0.90923,-0.10265,-5.06827,0.21604,22.79378,-0.07688,1
165746,2014,LYV,1.12777,3.34296,0.72401,1.44567,-0.01611,-0.07438,1.14672,4.05039,0.06214,0
61759,2014,CLB,2.28884,6.642,0.86089,32.79245,0.38109,2.94023,1.60618,59.96456,0.52169,0
160211,2014,DPZ,1.61276,-1.50783,2.96917,4.02263,0.26254,-0.13333,3.2196,-4.28994,0.1046,0
19296,2014,CQH,4.11799,0.27924,0.21829,1000.0,11.68126,14.94316,0.0,4300.00082,-6.33333,0
165466,2014,DCP,0.9817,0.90645,0.47273,3.2234,0.07371,0.14133,0.60777,1.72962,0.19314,0
17933,2014,PSXP,1.07418,6.4723,0.86617,25.13208,0.23058,1.72299,0.42447,71.64519,0.30473,0
13003,2014,JOY,2.22841,0.97008,0.49241,8.09893,0.05915,0.11652,0.67506,1.81739,0.13184,0
15314,2014,SCTY.1,1.76762,4.3504,0.7073,-6.03675,-0.01222,-0.07515,0.05561,6.92282,-0.06716,1
17934,2014,SFM,1.51299,0.99751,0.49938,7.96836,0.07866,0.15713,2.16747,7.52753,0.26506,0
63422,2014,LAMR,1.21214,2.38149,0.70427,2.61727,0.07639,0.25831,0.38781,5.22171,0.19361,0
26061,2014,MTCH,2.30562,1.12518,0.5243,6.48791,0.09705,0.20827,0.7274,2.56792,0.18913,0
183377,2014,FTNT,2.10868,1.10776,0.52556,1000.0,0.01779,0.03749,0.54069,7.54941,0.26253,0
7331,2014,MCRS,2.3986,0.42667,0.29851,641.46973,0.10385,0.14844,0.80187,4.14366,0.4577,0
161120,2014,MIC,1.14513,1.31138,0.55169,0.62452,0.15728,0.37387,0.20391,1.81324,0.06884,0
9771,2014,AOS,2.17944,0.82097,0.45084,47.08197,0.08261,0.15044,0.93667,3.65095,0.23272,0
61409,2014,DO,1.04951,0.8019,0.44503,5.25115,0.04825,0.08694,0.3509,1.131,0.27813,0
4462,2014,NEU,3.06997,1.9259,0.65823,21.89413,0.18934,0.554,1.89574,11.92837,0.28976,0
11300,2014,GHC,1.60898,0.8213,0.44836,11.62286,0.22493,0.41201,0.61456,1.59496,0.14438,0
7750,2014,THC,1.3187,26.04455,0.93462,1.41592,0.00066,0.01843,0.91588,7.65747,0.04052,0
176928,2014,BR,1.81792,1.2794,0.56129,17.60759,0.11998,0.27347,1.16692,5.17415,0.3151,0
174490,2014,WINMQ,0.49129,55.55427,0.98232,1.01373,-0.00311,-0.17571,0.45853,22.09918,0.11749,1
61685,2014,NUAN,1.81384,1.25418,0.55638,0.16806,-0.02583,-0.05823,0.33047,1.91566,0.1106,0
19876,2014,KING,3.20356,0.48811,0.328,813.57238,0.39871,0.59335,1.57403,5.10441,1.39837,0
9273,2014,RGLD,32.70427,0.2204,0.17948,5.08037,0.02166,0.0266,0.08202,2.10014,0.28363,0
194956,2014,WP,1.26097,5.57633,0.79473,4.75965,0.01977,0.13875,0.40675,5.46375,0.11775,0
9299,2014,R,0.98409,4.31801,0.81196,3.20354,0.02259,0.12013,0.68611,2.7067,0.17416,0
62965,2014,SSNC,1.22744,0.69702,0.41073,7.37285,0.05738,0.09737,0.336,3.65646,0.26904,0
4145,2014,RVTY,1.78894,1.02442,0.50603,6.44122,0.03817,0.07726,0.54117,2.40869,0.13461,0
9538,2014,SEB,3.23391,0.35239,0.26026,24.85741,0.09933,0.13449,1.75607,1.81001,0.39089,0
147305,2014,JBLU,0.61983,2.09964,0.67738,3.4527,0.05115,0.15856,0.74206,1.94328,0.17175,0
7648,2014,VYX,1.49179,3.58578,0.77948,3.03315,0.02219,0.10208,0.76577,2.62587,0.07795,0
11811,2014,JKHY,0.87399,0.73736,0.42442,258.30588,0.11109,0.19301,0.69803,5.07656,0.47897,0
8606,2014,PBI,1.16923,79.67754,0.94239,6.84621,0.05146,4.35087,0.58922,63.86459,0.10725,0
183581,2014,KAR,1.30448,2.45905,0.7109,4.38167,0.03164,0.10943,0.44184,3.16502,0.11337,0
63123,2014,GWR,1.18135,1.37377,0.57861,7.41553,0.0466,0.11064,0.2929,2.05863,0.15179,0
25880,2014,PDCO,2.72333,0.94681,0.48634,11.22108,0.07574,0.14745,1.48421,3.20279,0.18324,0
18487,2014,MNDT,2.0091,0.40617,0.28885,-18204.19231,-0.25231,-0.3548,0.24201,3.8593,-0.25838,0
20515,2014,MRKT,0.8177,0.46079,0.31194,18.82456,0.05006,0.07395,0.32276,2.15922,0.35934,0
184157,2014,MSGN,0.662,0.82366,0.45165,24.85998,0.03933,0.07172,0.53165,3.00467,0.25921,0
179202,2014,SATS,4.4967,1.02751,0.50046,1.68145,0.02107,0.04327,0.47499,1.36305,0.23142,0
10277,2014,TE.1,0.68822,2.38921,0.70495,2.86508,0.01494,0.05065,0.2941,1.86938,0.10807,1
4383,2014,ATO,0.85196,1.78485,0.64091,4.6741,0.03372,0.09391,0.57488,1.55157,0.13434,0
7921,2014,NDSN,1.81381,1.52005,0.60318,24.58637,0.10823,0.27274,0.74734,5.28229,0.20952,0
65459,2014,SPB.1,1.56669,4.24208,0.80286,2.75097,0.03883,0.20519,0.80339,4.5736,0.09776,0
64030,2014,STLD,3.49615,1.50674,0.60035,4.29402,0.02148,0.0539,1.19764,1.63618,0.1407,0
10407,2014,TFX,1.65886,1.07966,0.51884,4.49998,0.04719,0.09819,0.46259,2.48941,0.13887,0
2444,2014,BC,2.1862,1.67554,0.62624,12.10067,0.07839,0.20973,1.2247,4.05591,0.12054,0
5252,2014,GGG,4.92611,1.59177,0.61416,16.54433,0.14602,0.37846,0.79049,7.96363,0.25429,0
30671,2014,RS,4.70896,0.90478,0.47325,7.83272,0.04741,0.09063,1.33369,1.156,0.09599,0
15417,2014,BRO,1.23713,1.34487,0.57354,14.97888,0.04174,0.09788,0.31793,2.23401,0.13544,0
8542,2014,WTRG,0.67687,2.26622,0.69383,4.09786,0.04314,0.1409,0.14425,2.85095,0.09697,0
186206,2014,ANDX,0.82168,2.00962,0.6074,2.23232,0.01973,0.06529,0.12464,3.24084,0.06327,0
136648,2014,VC,1.7107,4.04855,0.6579,10.94595,-0.05542,-0.34104,1.41067,5.42577,0.0811,0
1913,2014,AVY,1.20247,3.08833,0.7554,7.37946,0.05708,0.23338,1.45184,4.40039,0.11361,0
29751,2014,ALB,2.93788,2.74701,0.71499,7.47939,0.02552,0.09807,0.46822,3.45136,0.13191,0
24113,2014,PNRA,1.15155,0.88934,0.47071,151.28454,0.1289,0.24354,1.81838,6.36911,0.51179,0
3964,2014,DDS,2.13305,1.06514,0.51577,8.81079,0.07958,0.16434,1.6259,2.31738,0.28435,0
14624,2014,ODP,1.458,3.22209,0.76315,3.0,-0.05172,-0.21838,2.35184,2.88398,0.02987,0
9611,2014,SCI,0.71893,7.70517,0.88448,3.14373,0.01446,0.12601,0.2511,3.39767,0.03022,1
4351,2014,EGN,1.64077,0.79765,0.44372,6.92026,0.09254,0.16635,0.21899,1.36115,0.25902,0
120774,2014,BRCD,2.82306,0.55049,0.35504,12.8005,0.06374,0.09882,0.59225,1.92257,0.40856,0
177429,2014,SLH,3.74067,3.37263,0.68242,2.37082,-0.00256,-0.01266,0.29036,6.69103,0.10711,0
150278,2014,CRI,4.19992,1.40642,0.58445,12.39262,0.10283,0.24746,1.54933,5.85023,0.25524,0
187406,2014,AMCX,1.81645,-11.09302,1.03704,4.42221,0.06558,-0.70153,0.54711,-12.35706,0.0904,0
6461,2014,KEX,1.35205,0.83273,0.45317,21.49462,0.06809,0.12511,0.6196,2.03709,0.23384,0
6867,2014,MDU,1.23359,1.46205,0.58389,4.95037,0.03819,0.09562,0.59802,1.46329,0.13503,0
165678,2014,CPA,1.03052,0.9714,0.49275,17.64662,0.08841,0.17429,0.66124,2.19695,0.19028,0
23220,2014,OA,2.1781,2.09158,0.67523,3.64984,0.03679,0.11395,0.57606,2.56273,0.08376,0
120794,2014,TCP,0.23368,1.30399,0.52643,3.2549,0.05136,0.12722,0.10033,3.34829,0.1747,0
64549,2014,CBI,0.81681,2.37564,0.69339,11.89969,0.05795,0.19853,1.3831,1.65286,0.04059,0
28477,2014,FLIR,4.32619,0.46233,0.31616,18.92812,0.08507,0.1244,0.65023,2.80151,0.30399,0
141363,2014,NS,1.0656,1.86608,0.65109,2.51472,0.04285,0.12281,0.62518,2.62084,0.16191,0
175404,2014,FSLR,3.18697,0.33753,0.25236,42.42903,0.05903,0.07895,0.5044,0.88959,0.4013,0
185532,2014,TRGP,1.0671,23.05065,0.60649,4.35486,0.01585,0.60247,1.33517,26.32076,0.19463,0
174222,2014,DNKN,1.24499,7.61616,0.88199,4.66031,0.0555,0.47928,0.23564,12.12774,0.07112,0
25389,2014,GPK,1.8042,3.27867,0.76628,5.12394,0.02071,0.08861,0.97904,4.40023,0.15866,0
29609,2014,HAIN,1.89456,0.83059,0.45373,10.79838,0.04716,0.08633,0.72627,2.74585,0.13733,0
2154,2014,BMS,2.67511,1.52275,0.60361,6.53115,0.05286,0.13336,1.20149,3.09813,0.1137,0
8873,2014,STR.3,0.66704,2.41013,0.70676,6.33697,0.0533,0.18175,0.27986,3.55811,0.14769,0
136684,2014,BEP,1.01019,3.46321,0.55257,1.4,0.00292,0.01831,0.08585,1.40007,0.06382,0
8215,2014,OI,1.01847,5.6848,0.83774,3.58095,0.00954,0.06477,0.86485,3.82701,0.10254,0
63847,2014,PAG,1.06539,3.35612,0.76741,5.05617,0.03966,0.17346,2.37641,2.67928,0.06609,0
134932,2014,ON,1.73501,1.3376,0.56908,8.91789,0.04962,0.11663,0.82705,2.70362,0.22123,0
9815,2014,SON,1.50603,1.8076,0.64142,6.97991,0.05387,0.15181,1.19626,2.95415,0.15536,0
28853,2014,ARRS,1.89853,1.58206,0.61271,6.02267,0.07495,0.19353,1.21927,2.59089,0.1717,0
6334,2014,GXP,0.67137,1.91032,0.65395,2.65261,0.02318,0.06771,0.24516,1.22132,0.10192,1
26539,2014,EGO,4.21394,0.34438,0.24558,6.05556,0.01388,0.01946,0.14443,0.82506,0.15605,0
4094,2014,DNB,0.80758,-2.6434,1.60145,10.33256,0.14822,-0.24466,0.84674,-3.6088,0.09919,0
164756,2014,BWP,0.67938,1.00054,0.50013,2.3105,0.02846,0.05694,0.15034,1.05391,0.12513,0
187039,2014,Z,8.15792,0.10352,0.09381,1000.0,-0.06712,-0.07407,0.50158,7.33685,0.74681,0
63919,2014,IM,1.54449,2.08017,0.67534,7.94346,0.02078,0.06402,3.62293,1.03647,-0.05656,0
61490,2014,OPK,1.71901,0.51288,0.34072,-8.91413,-0.13542,-0.20384,0.07188,5.12673,-0.20925,0
18036,2014,COMM,3.84104,2.79001,0.73615,3.80275,0.04778,0.18107,0.77274,3.27938,0.07933,0
10453,2014,TER,4.25383,0.22104,0.18103,29.31684,0.03202,0.03909,0.64913,2.06196,1.07077,0
22230,2014,JUNO,4.36646,0.259,0.20572,1000.0,-0.4976,-0.62648,0.0,11.03102,-0.82027,0
21227,2014,LBRDK,0.80756,0.20409,0.1695,-11.24341,-0.04481,-0.05395,0.02298,1.7156,0.00536,0
185881,2014,BAH,1.3701,14.42908,0.93519,6.41582,0.08082,1.24703,1.83311,22.84779,0.11518,0
162887,2014,DXCM,3.5936,0.31669,0.24052,-26.875,-0.12134,-0.15977,1.40412,30.3521,0.53153,0
30870,2014,AZPN,1.23706,3.87562,0.7949,3505.64865,0.21027,1.02518,0.95951,50.8284,0.61712,0
174876,2014,SIRO,2.89549,0.43677,0.30359,58.0,0.09702,0.13958,0.64666,3.37257,0.4518,0
18699,2014,PTC,1.16835,1.57639,0.61186,29.19411,0.07282,0.18761,0.61682,4.9707,0.22625,0
122380,2014,LII,1.22567,208.96429,0.9949,17.49206,0.11665,24.5,1.90863,505.17256,0.10528,0
